datetime_hour,site,nb_connexions,bytesin
2026-08-27 10:00:00,Site_000,22,945122150.1221035
2026-08-27 11:00:00,Site_000,46,2056280222.511035
2026-08-27 12:00:00,Site_000,40,1746310941.0607116
2026-08-27 13:00:00,Site_000,41,1867014764.5953257
2026-08-27 14:00:00,Site_000,28,1319241264.720913
2026-08-27 15:00:00,Site_000,35,1544545103.2213848
2026-08-27 16:00:00,Site_000,30,1298293981.1437957
2026-08-27 17:00:00,Site_000,31,1370459685.408937
2026-08-27 18:00:00,Site_000,17,787315858.3112959
2026-08-27 19:00:00,Site_000,24,1056790685.6005267
2026-08-27 20:00:00,Site_000,19,716380534.2703949
2026-08-27 21:00:00,Site_000,11,408413966.1011805
2026-08-27 22:00:00,Site_000,22,1030276444.8706623
2026-08-27 23:00:00,Site_000,19,825514663.5166298
2026-08-28 07:00:00,Site_000,24,1167712182.4179533
2026-08-28 08:00:00,Site_000,25,1134369641.0413606
2026-08-28 09:00:00,Site_000,30,1373354210.1378903
2026-08-28 10:00:00,Site_000,25,1168818128.4691257
2026-08-28 11:00:00,Site_000,44,1998062507.748429
2026-08-28 12:00:00,Site_000,45,2029789843.276376
2026-08-28 13:00:00,Site_000,42,2048747695.4030662
2026-08-28 14:00:00,Site_000,32,1340320594.0775924
2026-08-28 15:00:00,Site_000,17,693687160.0024523
2026-08-28 16:00:00,Site_000,21,953407173.713736
2026-08-28 17:00:00,Site_000,26,1285996954.704068
2026-08-28 18:00:00,Site_000,22,1033580465.8338014
2026-08-28 19:00:00,Site_000,9,373770715.8164064
2026-08-28 20:00:00,Site_000,14,552243930.6800941
2026-08-28 21:00:00,Site_000,18,870773357.8633461
2026-08-28 22:00:00,Site_000,21,883563246.747719
2026-08-28 23:00:00,Site_000,29,1133195037.9827878
2026-08-29 07:00:00,Site_000,11,497793134.4514819
2026-08-29 08:00:00,Site_000,30,1247975644.2106385
2026-08-29 09:00:00,Site_000,24,1088477371.2559261
2026-08-29 10:00:00,Site_000,27,1219723318.0779614
2026-08-29 11:00:00,Site_000,28,1408902200.8749363
2026-08-29 12:00:00,Site_000,26,1166527214.9268904
2026-08-29 13:00:00,Site_000,18,799630193.6264219
2026-08-29 14:00:00,Site_000,31,1358117634.3388007
2026-08-29 15:00:00,Site_000,25,1065659630.704725
2026-08-29 16:00:00,Site_000,12,524282684.6528765
2026-08-29 17:00:00,Site_000,11,598075685.0269523
2026-08-29 18:00:00,Site_000,7,323995530.50050914
2026-08-29 19:00:00,Site_000,5,243590761.60991994
2026-08-29 20:00:00,Site_000,4,168437947.09109998
2026-08-29 21:00:00,Site_000,4,170947501.4107495
2026-08-29 22:00:00,Site_000,6,264713555.36932498
2026-08-29 23:00:00,Site_000,15,759424906.105883
2026-08-30 07:00:00,Site_000,19,803233338.0089403
2026-08-30 08:00:00,Site_000,23,1138497713.4909542
2026-08-30 09:00:00,Site_000,23,1032171560.9849186
2026-08-30 10:00:00,Site_000,27,1224772703.6012301
2026-08-30 11:00:00,Site_000,30,1436445611.2702875
2026-08-30 12:00:00,Site_000,33,1459672134.9059696
2026-08-30 13:00:00,Site_000,42,2032860004.875738
2026-08-30 14:00:00,Site_000,21,950381298.9820104
2026-08-30 15:00:00,Site_000,19,878538861.8088646
2026-08-30 16:00:00,Site_000,17,781844641.7137516
2026-08-30 17:00:00,Site_000,17,771074834.4558825
2026-08-30 18:00:00,Site_000,11,553924322.5899328
2026-08-30 19:00:00,Site_000,6,239709380.8135394
2026-08-30 20:00:00,Site_000,4,160709635.56787062
2026-08-30 21:00:00,Site_000,6,262342677.60734242
2026-08-30 22:00:00,Site_000,2,80494350.93181613
2026-08-30 23:00:00,Site_000,8,337936985.64769226
2026-08-31 07:00:00,Site_000,25,1136433389.2730646
2026-08-31 08:00:00,Site_000,31,1446273770.1926496
2026-08-31 09:00:00,Site_000,25,1210018068.3558834
2026-08-31 10:00:00,Site_000,31,1346391726.895821
2026-08-31 11:00:00,Site_000,30,1442173659.9777598
2026-08-31 12:00:00,Site_000,43,2114087167.1225486
2026-08-31 13:00:00,Site_000,40,1876321412.0714614
2026-08-31 14:00:00,Site_000,29,1315568794.1624522
2026-08-31 15:00:00,Site_000,22,1086860645.188498
2026-08-31 16:00:00,Site_000,25,1096032348.5334337
2026-08-31 17:00:00,Site_000,19,865290168.0888783
2026-08-31 18:00:00,Site_000,15,601618144.8180635
2026-08-31 19:00:00,Site_000,15,639689214.0269353
2026-08-31 20:00:00,Site_000,15,622937226.8996058
2026-08-31 21:00:00,Site_000,15,698766661.1735936
2026-08-31 22:00:00,Site_000,22,925288473.4824871
2026-08-31 23:00:00,Site_000,28,1272867643.5831823
2026-09-01 07:00:00,Site_000,16,681151224.579684
2026-09-01 08:00:00,Site_000,23,1152743623.0274854
2026-09-01 09:00:00,Site_000,17,769234819.9505765
2026-09-01 10:00:00,Site_000,31,1428401680.4577498
2026-09-01 11:00:00,Site_000,35,1624373591.043686
2026-09-01 12:00:00,Site_000,45,2118227841.5637767
2026-09-01 13:00:00,Site_000,35,1627767940.9810867
2026-09-01 14:00:00,Site_000,30,1415336750.2531273
2026-09-01 15:00:00,Site_000,29,1261447922.6400938
2026-09-01 16:00:00,Site_000,21,1020690766.4138087
2026-09-01 17:00:00,Site_000,18,818098067.28286
2026-09-01 18:00:00,Site_000,16,614588133.276167
2026-09-01 19:00:00,Site_000,14,521276399.11923707
2026-09-01 20:00:00,Site_000,11,501713976.03257996
2026-09-01 21:00:00,Site_000,16,735484381.6511246
2026-09-01 22:00:00,Site_000,23,994435728.8957481
2026-09-01 23:00:00,Site_000,16,716007579.6883696
2026-09-02 07:00:00,Site_000,24,1049991660.3431301
2026-09-02 08:00:00,Site_000,30,1289971487.079932
2026-09-02 09:00:00,Site_000,22,894648603.2097609
2026-09-02 10:00:00,Site_000,29,1280214375.6362615
2026-09-02 11:00:00,Site_000,35,1672468426.3941472
2026-09-02 12:00:00,Site_000,38,1798138384.93872
2026-09-02 13:00:00,Site_000,45,1921072633.1748827
2026-09-02 14:00:00,Site_000,37,1593088063.4640539
2026-09-02 15:00:00,Site_000,30,1425186078.7689846
2026-09-02 16:00:00,Site_000,22,1152464644.6095288
2026-09-02 17:00:00,Site_000,28,1217725159.0883925
2026-09-02 18:00:00,Site_000,17,781142906.2836862
2026-09-02 19:00:00,Site_000,11,536983177.0015305
2026-09-02 20:00:00,Site_000,18,843688997.474752
2026-09-02 21:00:00,Site_000,17,712060277.9741452
2026-09-02 22:00:00,Site_000,10,467073883.97589123
2026-09-02 23:00:00,Site_000,10,468129153.20832396
2026-09-03 07:00:00,Site_000,19,915941038.9104365
2026-09-03 08:00:00,Site_000,43,1918773420.0336971
2026-09-03 09:00:00,Site_000,29,1309159918.2990153
2026-09-03 10:00:00,Site_000,40,1875175835.960652
2026-09-03 11:00:00,Site_000,26,1173486775.229564
2026-09-03 12:00:00,Site_000,41,2053046660.6421263
2026-09-03 13:00:00,Site_000,51,2251714564.357749
2026-09-03 14:00:00,Site_000,41,1709963381.2177982
2026-09-03 15:00:00,Site_000,24,1017944446.2374527
2026-09-03 16:00:00,Site_000,10,356545588.84543246
2026-09-03 17:00:00,Site_000,22,964696186.2816296
2026-09-03 18:00:00,Site_000,19,813477885.9128723
2026-09-03 19:00:00,Site_000,17,713967226.1067257
2026-09-03 20:00:00,Site_000,8,375297509.2641422
2026-09-03 21:00:00,Site_000,12,517704269.82737803
2026-09-03 22:00:00,Site_000,14,637525331.7245414
2026-09-03 23:00:00,Site_000,19,856362537.6766677
2026-09-04 07:00:00,Site_000,19,889873093.8390074
2026-09-04 08:00:00,Site_000,31,1355613240.5309904
2026-09-04 09:00:00,Site_000,32,1463956682.9747324
2026-09-04 10:00:00,Site_000,31,1285444724.1828883
2026-09-04 11:00:00,Site_000,33,1466976621.6688933
2026-09-04 12:00:00,Site_000,40,1752124806.678703
2026-09-04 13:00:00,Site_000,34,1457221703.4323106
2026-09-04 14:00:00,Site_000,44,1975467888.0896926
2026-09-04 15:00:00,Site_000,38,1630131802.293091
2026-09-04 16:00:00,Site_000,19,793871340.2591136
2026-09-04 17:00:00,Site_000,23,1036165756.1758716
2026-09-04 18:00:00,Site_000,11,504573466.1300409
2026-09-04 19:00:00,Site_000,12,512952379.2825508
2026-09-04 20:00:00,Site_000,13,589917049.3348486
2026-09-04 21:00:00,Site_000,19,871778287.4721161
2026-09-04 22:00:00,Site_000,19,936234548.9911786
2026-09-04 23:00:00,Site_000,12,553051053.5816737
2026-09-05 07:00:00,Site_000,15,755084634.5889864
2026-09-05 08:00:00,Site_000,19,754570039.9284704
2026-09-05 09:00:00,Site_000,24,1034459780.8886048
2026-09-05 10:00:00,Site_000,25,1082389380.450631
2026-09-05 11:00:00,Site_000,32,1442939181.597081
2026-09-05 12:00:00,Site_000,35,1676849257.3851483
2026-09-05 13:00:00,Site_000,28,1274768867.994641
2026-09-05 14:00:00,Site_000,20,1024087977.108788
2026-09-05 15:00:00,Site_000,21,1017440533.1412303
2026-09-05 16:00:00,Site_000,15,745903457.6098881
2026-09-05 17:00:00,Site_000,13,655536336.4110056
2026-09-05 18:00:00,Site_000,6,270377374.44944996
2026-09-05 19:00:00,Site_000,8,370314074.8698152
2026-09-05 20:00:00,Site_000,7,316555581.5061004
2026-09-05 21:00:00,Site_000,2,92600640.36018455
2026-09-05 22:00:00,Site_000,6,219753171.98976156
2026-09-05 23:00:00,Site_000,16,621006134.0286782
2026-09-06 07:00:00,Site_000,8,383438595.1259535
2026-09-06 08:00:00,Site_000,12,556759285.9884827
2026-09-06 09:00:00,Site_000,25,1156009459.4440446
2026-09-06 10:00:00,Site_000,22,1067410019.616497
2026-09-06 11:00:00,Site_000,29,1389189787.6131794
2026-09-06 12:00:00,Site_000,33,1416122684.1369073
2026-09-06 13:00:00,Site_000,22,1088662460.358022
2026-09-06 14:00:00,Site_000,23,943353645.344649
2026-09-06 15:00:00,Site_000,18,761111835.9052335
2026-09-06 16:00:00,Site_000,15,654623175.3923287
2026-09-06 17:00:00,Site_000,14,553194290.0278746
2026-09-06 18:00:00,Site_000,9,296225355.8974805
2026-09-06 19:00:00,Site_000,6,238976183.1556152
2026-09-06 20:00:00,Site_000,5,268341314.39920336
2026-09-06 21:00:00,Site_000,3,164833323.6483089
2026-09-06 22:00:00,Site_000,10,424747971.7236337
2026-09-06 23:00:00,Site_000,8,319233228.4415212
2026-09-07 07:00:00,Site_000,19,863242345.7355099
2026-09-07 08:00:00,Site_000,21,915518276.4852446
2026-09-07 09:00:00,Site_000,31,1395647654.4614272
2026-09-07 10:00:00,Site_000,34,1420067581.3049955
2026-09-07 11:00:00,Site_000,37,1804807311.0028605
2026-09-07 12:00:00,Site_000,33,1524088628.2146566
2026-09-07 13:00:00,Site_000,31,1510791821.5770833
2026-09-07 14:00:00,Site_000,30,1478003397.4471014
2026-09-07 15:00:00,Site_000,34,1568219009.1277924
2026-09-07 16:00:00,Site_000,30,1443268568.0327342
2026-09-07 17:00:00,Site_000,35,1574723692.3764791
2026-09-07 18:00:00,Site_000,27,1168709815.6376302
2026-09-07 19:00:00,Site_000,15,788896924.9128276
2026-09-07 20:00:00,Site_000,14,675010901.2856045
2026-09-07 21:00:00,Site_000,16,610828316.5602971
2026-09-07 22:00:00,Site_000,17,796520145.571015
2026-09-07 23:00:00,Site_000,15,589948008.7781594
2026-09-08 07:00:00,Site_000,26,1121181656.9968393
2026-09-08 08:00:00,Site_000,20,927257188.0219059
2026-09-08 09:00:00,Site_000,29,1277278913.7168732
2026-09-08 10:00:00,Site_000,39,1806359308.6263595
2026-09-08 11:00:00,Site_000,44,1835852124.084694
2026-09-08 12:00:00,Site_000,31,1332313910.0401134
2026-09-08 13:00:00,Site_000,43,1863405559.8162327
2026-09-08 14:00:00,Site_000,36,1670756752.2270083
2026-09-08 15:00:00,Site_000,21,962654242.3283173
2026-09-08 16:00:00,Site_000,38,1754986486.6530128
2026-09-08 17:00:00,Site_000,32,1371357816.3455732
2026-09-08 18:00:00,Site_000,14,643554352.1810381
2026-09-08 19:00:00,Site_000,11,434755446.8776915
2026-09-08 20:00:00,Site_000,10,418671654.85542727
2026-09-08 21:00:00,Site_000,10,530331958.09144545
2026-09-08 22:00:00,Site_000,23,1061333099.8801525
2026-09-08 23:00:00,Site_000,20,847650574.1563901
2026-09-09 07:00:00,Site_000,18,812911660.0665822
2026-09-09 08:00:00,Site_000,26,1228001492.1743836
2026-09-09 09:00:00,Site_000,26,1156847780.8738227
2026-09-09 10:00:00,Site_000,36,1720307880.9028907
2026-09-09 11:00:00,Site_000,41,1813421136.167379
2026-09-09 12:00:00,Site_000,41,1960093827.3188603
2026-09-09 13:00:00,Site_000,38,1692025819.1666338
2026-09-09 14:00:00,Site_000,33,1357890030.0938432
2026-09-09 15:00:00,Site_000,22,905810463.3225619
2026-09-09 16:00:00,Site_000,27,1088987532.2370784
2026-09-09 17:00:00,Site_000,24,1027320147.5418252
2026-09-09 18:00:00,Site_000,13,535527522.2374372
2026-09-09 19:00:00,Site_000,13,610873648.5980787
2026-09-09 20:00:00,Site_000,8,369318556.6432356
2026-09-09 21:00:00,Site_000,14,629958933.7231491
2026-09-09 22:00:00,Site_000,24,983812772.4115646
2026-09-09 23:00:00,Site_000,29,1360994821.1115258
2026-09-10 07:00:00,Site_000,18,814398793.0453335
2026-09-10 08:00:00,Site_000,22,863486131.4187707
2026-09-10 09:00:00,Site_000,33,1457475590.278183
2026-09-10 10:00:00,Site_000,30,1390524777.8916497
2026-09-10 11:00:00,Site_000,42,1676967940.4946308
2026-09-10 12:00:00,Site_000,40,1719853882.0041218
2026-09-10 13:00:00,Site_000,39,1832014208.4238782
2026-09-10 14:00:00,Site_000,36,1741691851.4542837
2026-09-10 15:00:00,Site_000,29,1318909086.04519
2026-09-10 16:00:00,Site_000,28,1263666289.1040826
2026-09-10 17:00:00,Site_000,23,1077144471.3037012
2026-09-10 18:00:00,Site_000,17,752539757.2758693
2026-09-10 19:00:00,Site_000,16,697584854.1627197
2026-09-10 20:00:00,Site_000,16,812306229.1020993
2026-09-10 21:00:00,Site_000,12,593887521.0607753
2026-09-10 22:00:00,Site_000,17,705575856.6972331
2026-09-10 23:00:00,Site_000,27,1141691178.10357
2026-09-11 07:00:00,Site_000,15,723326403.313974
2026-09-11 08:00:00,Site_000,32,1358337191.065319
2026-09-11 09:00:00,Site_000,34,1443029173.0902722
2026-09-11 10:00:00,Site_000,27,1197057681.3422575
2026-09-11 11:00:00,Site_000,39,1737147548.4197066
2026-09-11 12:00:00,Site_000,36,1701836954.3382554
2026-09-11 13:00:00,Site_000,34,1403966151.6241608
2026-09-11 14:00:00,Site_000,28,1160850630.3577325
2026-09-11 15:00:00,Site_000,32,1520235891.0703006
2026-09-11 16:00:00,Site_000,37,1754951111.0547717
2026-09-11 17:00:00,Site_000,15,696833819.1313905
2026-09-11 18:00:00,Site_000,16,673890527.8356735
2026-09-11 19:00:00,Site_000,14,554413353.5532976
2026-09-11 20:00:00,Site_000,14,707866082.3780185
2026-09-11 21:00:00,Site_000,19,738078049.2713722
2026-09-11 22:00:00,Site_000,16,717808549.3664001
2026-09-11 23:00:00,Site_000,15,665414558.2871921
2026-09-12 07:00:00,Site_000,12,500947594.8479577
2026-09-12 08:00:00,Site_000,23,1108525586.031709
2026-09-12 09:00:00,Site_000,27,1095691463.1324804
2026-09-12 10:00:00,Site_000,31,1371402611.6068895
2026-09-12 11:00:00,Site_000,25,1217745380.5247693
2026-09-12 12:00:00,Site_000,27,1208758770.3762953
2026-09-12 13:00:00,Site_000,32,1330595681.8802865
2026-09-12 14:00:00,Site_000,29,1192379856.728532
2026-09-12 15:00:00,Site_000,25,1316183173.1765997
2026-09-12 16:00:00,Site_000,12,459779223.3523924
2026-09-12 17:00:00,Site_000,9,464492894.6590953
2026-09-12 18:00:00,Site_000,11,490888466.4193626
2026-09-12 19:00:00,Site_000,3,110708099.03257748
2026-09-12 20:00:00,Site_000,3,158074130.54568633
2026-09-12 21:00:00,Site_000,6,204671853.93622553
2026-09-12 22:00:00,Site_000,7,322584050.66003126
2026-09-12 23:00:00,Site_000,16,750955333.0759039
2026-09-13 07:00:00,Site_000,12,564096446.1603731
2026-09-13 08:00:00,Site_000,21,834478506.5792644
2026-09-13 09:00:00,Site_000,18,891905648.5223855
2026-09-13 10:00:00,Site_000,34,1542665593.188963
2026-09-13 11:00:00,Site_000,36,1728347285.980083
2026-09-13 12:00:00,Site_000,34,1541184053.6556492
2026-09-13 13:00:00,Site_000,39,1685551654.3332548
2026-09-13 14:00:00,Site_000,25,1174662087.8231757
2026-09-13 15:00:00,Site_000,18,853061292.2309803
2026-09-13 16:00:00,Site_000,17,823283405.2319714
2026-09-13 17:00:00,Site_000,12,550478649.3389856
2026-09-13 18:00:00,Site_000,9,459617294.7872712
2026-09-13 19:00:00,Site_000,6,277872747.22703004
2026-09-13 20:00:00,Site_000,4,149300642.74159455
2026-09-13 21:00:00,Site_000,4,182038145.13963553
2026-09-13 22:00:00,Site_000,9,466188856.5086432
2026-09-13 23:00:00,Site_000,13,659146618.4741412
2026-09-14 07:00:00,Site_000,16,749578897.1451445
2026-09-14 08:00:00,Site_000,25,1212667748.638951
2026-09-14 09:00:00,Site_000,26,1174178141.1245563
2026-09-14 10:00:00,Site_000,45,2045936830.8625221
2026-09-14 11:00:00,Site_000,35,1612497080.574954
2026-09-14 12:00:00,Site_000,39,1769885942.1509745
2026-09-14 13:00:00,Site_000,40,1643488412.5087502
2026-09-14 14:00:00,Site_000,34,1368637067.372498
2026-09-14 15:00:00,Site_000,32,1565091353.2641506
2026-09-14 16:00:00,Site_000,30,1326299125.8202317
2026-09-14 17:00:00,Site_000,15,620385699.7010072
2026-09-14 18:00:00,Site_000,16,757750842.5037167
2026-09-14 19:00:00,Site_000,13,571888947.8193921
2026-09-14 20:00:00,Site_000,15,575800592.0153649
2026-09-14 21:00:00,Site_000,17,849201092.3543632
2026-09-14 22:00:00,Site_000,18,866198995.2892367
2026-09-14 23:00:00,Site_000,27,1154912470.6524231
2026-09-15 07:00:00,Site_000,19,717387175.4880167
2026-09-15 08:00:00,Site_000,26,1213036551.9188702
2026-09-15 09:00:00,Site_000,33,1568924625.5839925
2026-09-15 10:00:00,Site_000,34,1476548310.6718102
2026-09-15 11:00:00,Site_000,36,1658833444.518024
2026-09-15 12:00:00,Site_000,48,2333330695.7894216
2026-09-15 13:00:00,Site_000,42,1869597777.7727358
2026-09-15 14:00:00,Site_000,25,1069594369.6670206
2026-09-15 15:00:00,Site_000,37,1535850695.2198744
2026-09-15 16:00:00,Site_000,28,1173488435.079643
2026-09-15 17:00:00,Site_000,19,818951615.1952528
2026-09-15 18:00:00,Site_000,15,782184401.7645622
2026-09-15 19:00:00,Site_000,17,755351056.3657207
2026-09-15 20:00:00,Site_000,16,799372204.6917907
2026-09-15 21:00:00,Site_000,19,812084689.1242371
2026-09-15 22:00:00,Site_000,12,599174288.0524457
2026-09-15 23:00:00,Site_000,25,1042581476.9161086
2026-09-16 07:00:00,Site_000,29,1371967758.8565528
2026-09-16 08:00:00,Site_000,31,1491753437.8234434
2026-09-16 09:00:00,Site_000,30,1410261986.6327498
2026-09-16 10:00:00,Site_000,37,1513269114.9071054
2026-09-16 11:00:00,Site_000,34,1590785445.9301827
2026-09-16 12:00:00,Site_000,38,1790862675.1119318
2026-09-16 13:00:00,Site_000,48,2012854233.10024
2026-09-16 14:00:00,Site_000,31,1528155440.0554888
2026-09-16 15:00:00,Site_000,36,1591676635.5114536
2026-09-16 16:00:00,Site_000,18,849433209.0482569
2026-09-16 17:00:00,Site_000,29,1433223373.5897121
2026-09-16 18:00:00,Site_000,16,716606894.4734378
2026-09-16 19:00:00,Site_000,25,1062825757.283697
2026-09-16 20:00:00,Site_000,17,736446691.35195
2026-09-16 21:00:00,Site_000,11,466203616.39143854
2026-09-16 22:00:00,Site_000,23,1224726553.1303308
2026-09-16 23:00:00,Site_000,27,1145768739.4817007
2026-09-17 07:00:00,Site_000,22,1085144837.647736
2026-09-17 08:00:00,Site_000,21,867007063.10564
2026-09-17 09:00:00,Site_000,25,1042835751.9865576
2026-09-17 10:00:00,Site_000,35,1635949614.6563327
2026-09-17 11:00:00,Site_000,32,1455747008.13497
2026-09-17 12:00:00,Site_000,32,1562497919.7335927
2026-09-17 13:00:00,Site_000,26,1178748803.1028204
2026-09-17 14:00:00,Site_000,31,1432783368.1767612
2026-09-17 15:00:00,Site_000,26,1246974906.2930639
2026-09-17 16:00:00,Site_000,31,1475669750.5367053
2026-09-17 17:00:00,Site_000,23,1025665520.1884608
2026-09-17 18:00:00,Site_000,17,737250306.6289555
2026-09-17 19:00:00,Site_000,22,959749389.9285545
2026-09-17 20:00:00,Site_000,15,766168993.1747577
2026-09-17 21:00:00,Site_000,21,1021107558.2471513
2026-09-17 22:00:00,Site_000,30,1327776080.2207396
2026-09-17 23:00:00,Site_000,27,1272618592.3486745
2026-09-18 07:00:00,Site_000,20,804070620.0689399
2026-09-18 08:00:00,Site_000,23,1056601294.5446339
2026-09-18 09:00:00,Site_000,40,1916699971.091056
2026-09-18 10:00:00,Site_000,42,2076708886.4302254
2026-09-18 11:00:00,Site_000,30,1416356548.3053026
2026-09-18 12:00:00,Site_000,36,1593927438.5532303
2026-09-18 13:00:00,Site_000,26,1111698360.8290749
2026-09-18 14:00:00,Site_000,38,1732008920.581923
2026-09-18 15:00:00,Site_000,39,1752082888.5948458
2026-09-18 16:00:00,Site_000,36,1621667693.5927842
2026-09-18 17:00:00,Site_000,14,630459845.554455
2026-09-18 18:00:00,Site_000,18,908920288.9315029
2026-09-18 19:00:00,Site_000,17,708445734.7989352
2026-09-18 20:00:00,Site_000,11,451302051.360576
2026-09-18 21:00:00,Site_000,14,602880281.236556
2026-09-18 22:00:00,Site_000,23,986383986.831294
2026-09-18 23:00:00,Site_000,14,633215742.0194303
2026-09-19 07:00:00,Site_000,14,707679578.7325778
2026-09-19 08:00:00,Site_000,17,756081574.5739981
2026-09-19 09:00:00,Site_000,22,892819356.3447174
2026-09-19 10:00:00,Site_000,21,951272746.0611682
2026-09-19 11:00:00,Site_000,31,1521228899.0100086
2026-09-19 12:00:00,Site_000,40,1792790711.0819244
2026-09-19 13:00:00,Site_000,27,1462686582.4062767
2026-09-19 14:00:00,Site_000,26,1215517365.4640558
2026-09-19 15:00:00,Site_000,18,883249729.4065758
2026-09-19 16:00:00,Site_000,12,545519461.350862
2026-09-19 17:00:00,Site_000,17,778232864.1184984
2026-09-19 18:00:00,Site_000,9,390508065.8874423
2026-09-19 19:00:00,Site_000,4,181336739.55568475
2026-09-19 20:00:00,Site_000,3,133281375.51232833
2026-09-19 21:00:00,Site_000,6,223871401.94033295
2026-09-19 22:00:00,Site_000,8,351344511.8540698
2026-09-19 23:00:00,Site_000,12,509516432.3072724
2026-09-20 07:00:00,Site_000,11,452231080.9810947
2026-09-20 08:00:00,Site_000,11,471105906.522072
2026-09-20 09:00:00,Site_000,22,987098865.044551
2026-09-20 10:00:00,Site_000,33,1593287799.3590667
2026-09-20 11:00:00,Site_000,22,991243646.5777245
2026-09-20 12:00:00,Site_000,32,1455093230.5028384
2026-09-20 13:00:00,Site_000,38,1582328848.0345309
2026-09-20 14:00:00,Site_000,29,1355878322.2999742
2026-09-20 15:00:00,Site_000,14,736647732.9229586
2026-09-20 16:00:00,Site_000,14,755846873.6346259
2026-09-20 17:00:00,Site_000,11,427070588.7664144
2026-09-20 18:00:00,Site_000,5,152374241.9871392
2026-09-20 19:00:00,Site_000,5,216989113.68846613
2026-09-20 20:00:00,Site_000,2,67415791.90740171
2026-09-20 21:00:00,Site_000,5,241390864.86989853
2026-09-20 22:00:00,Site_000,4,219628687.682547
